year,B_assets,B_current_assets,B_equity,B_inventory,B_long_term_liabilities,B_short_term_liabilities,B_cash,PL_revenue,PL_cost_of_sales,PL_profit_before_tax,PL_net_profit,PL_interest_payable,PL_interest_receivable,CFo_materials,CFo_wages,CFo_taxes,age,okved_section,region_name
2023,5317.41,1647.67,1781.78,347.77,414.5,369.37,270.8,9368.43,7202.59,1675.44,1543.03,23.2,10.14,4081.92,1472.38,12.91,13,J,Нижегородская обл.
2023,3892.64,1657.2,1302.24,285.72,3.14,320.36,307.78,2981.76,2190.79,892.05,922.31,7.29,25.29,1272.82,334.44,213.97,5,F,Самарская обл.
2023,968211.11,517520.25,393790.97,71840.81,16786.06,60058.75,96289.08,1276378.66,846511.52,347877.18,211598.87,65.6,193.75,466655.52,285618.71,77141.55,0,G,Ростовская обл.
2023,265235.47,80504.72,82860.34,16059.28,14343.01,36133.21,9425.92,467422.36,349240.45,110445.51,60658.22,1863.44,60.39,234919.59,36301.02,20766.04,5,N,Башкортостан
2023,226118.49,118400.58,117816.33,20739.96,54374.34,14822.72,0.0,645893.13,575343.58,85234.07,63974.93,1412.8,0.0,150954.03,86072.58,39563.79,28,G,Башкортостан
2023,202825.95,162102.66,76200.72,43803.77,7851.37,79222.8,20692.32,422471.61,353465.19,67608.76,40415.85,5.75,1257.0,154845.47,48666.26,12859.41,3,J,Самарская обл.
2023,24544.66,13576.46,1746.63,2537.29,1084.47,2693.49,2211.66,25622.27,21636.24,4317.69,3391.74,69.53,104.37,9518.79,2357.84,1318.2,14,J,Свердловская обл.
2023,195576.58,114335.07,73345.39,13748.35,19623.38,38666.53,10877.38,525926.61,417926.3,79973.61,69566.83,951.88,278.95,134831.71,71525.38,34656.19,0,G,Санкт-Петербург
2023,554202.67,200053.47,163697.47,51856.52,41047.26,7701.89,40945.95,711782.89,592439.94,140513.3,134793.99,1218.64,107.33,405341.21,76012.29,0.0,5,G,Свердловская обл.
2023,36940.6,16902.02,8283.82,2748.77,1049.53,2244.46,2562.18,29709.29,20794.75,8003.64,6436.26,23.29,24.54,8439.81,4475.19,1219.73,3,H,Свердловская обл.
2023,14048008.14,6935790.21,3814157.88,1540598.08,594531.28,692427.34,930064.52,19229776.49,14404045.07,4513613.23,3415998.96,45599.14,9861.18,6945141.35,2910597.02,952779.99,2,F,Нижегородская обл.
2023,1045821.28,525360.72,452975.54,74499.9,20541.33,105766.04,86780.58,3202356.95,2559325.03,681097.01,369559.02,7446.36,2141.76,1635757.45,380867.24,147545.8,0,G,Москва
2023,11117.45,8251.89,6441.86,1056.36,3007.96,2633.63,990.24,18013.76,14550.64,3555.96,2784.82,280.6,8.87,8729.55,2368.35,1425.65,1,C,Ростовская обл.
2023,762177.39,482956.49,348758.76,90184.14,8535.87,7461.13,0.0,1144176.29,929092.64,216455.52,170686.97,1302.47,0.0,353759.32,158419.85,31489.99,15,G,Свердловская обл.
2023,6724.24,2577.28,2334.79,466.55,250.12,60.8,180.54,22744.53,17426.1,4464.8,3824.88,9.35,7.11,11104.99,4332.66,854.67,1,G,Ростовская обл.
2023,2315171.4,1358949.39,1099031.55,296775.74,4848.65,527648.01,233508.38,1688442.15,1253259.12,-563030.54,-183721.21,19491.47,2489.4,758074.14,240735.6,19725.43,4,Q,Москва
2023,1942754.19,1213703.16,708928.8,192382.07,38970.93,55796.65,62559.75,1523952.2,1493473.16,30645.43,22303.55,7879.21,1130.13,995603.39,291433.13,122229.7,0,J,Татарстан
2023,12767.71,9205.8,4298.22,304.63,1548.75,1692.83,797.15,8490.91,7392.85,514.27,309.92,90.46,3.27,3909.16,1522.34,382.72,10,M,Москва
2023,2458867.54,1935328.18,692113.38,281354.31,44183.62,230977.73,72206.75,4419493.02,3629794.79,687490.16,347213.38,16637.88,3514.15,1793765.34,789217.75,182223.75,9,C,Башкортостан
2023,949677.79,377720.92,199223.92,91977.11,6340.09,203891.02,78201.59,1539740.73,1165089.71,404497.35,261701.84,5993.96,1955.74,514812.01,337807.26,75370.84,8,C,Свердловская обл.
2023,1924991.76,824611.36,718424.55,128812.47,99070.24,30869.09,165655.8,6210800.99,4564181.74,1249924.02,739406.18,3513.77,11522.53,2146301.67,584004.45,389570.73,2,M,Москва
2023,22101481.33,7986664.7,9701808.11,1280177.12,17715.24,368686.22,375116.6,37239952.36,28560062.06,10833442.59,8887815.62,27588.55,7698.87,12565619.82,4704927.04,2120713.55,4,J,Москва
2023,105340.79,54239.66,43021.72,14043.2,746.45,10286.85,5903.33,128396.37,103908.99,32638.07,23428.39,106.02,502.51,71530.89,30579.51,13219.39,8,F,Ростовская обл.
2023,31942.23,19802.71,11821.31,2436.57,4212.06,11214.82,1171.73,47694.99,28233.36,16492.26,11798.75,318.85,78.19,20117.6,6540.61,2817.76,14,G,Москва
2023,22112.37,15436.65,6777.67,873.34,2611.21,1422.64,2113.23,34987.5,21799.35,15563.14,10300.78,51.19,54.46,16672.41,323.42,1423.82,1,J,Краснодарский край
2023,23036.42,12407.58,11356.71,2073.92,4545.99,1094.48,1620.19,14897.54,10671.28,4119.31,1615.15,125.47,132.04,8512.82,2083.44,577.62,1,N,Свердловская обл.
2023,138483.44,69521.86,36274.93,9821.08,21356.2,15507.19,10338.06,801044.58,641407.56,176399.46,169519.4,482.64,121.02,147515.23,125561.32,33759.88,4,C,Санкт-Петербург
2023,374782.82,214662.0,192309.82,22045.85,34462.25,119886.54,25741.22,725080.17,548213.31,158861.27,104843.28,6683.97,351.48,397262.27,13881.18,14474.97,0,J,Ростовская обл.
2023,259247.28,110109.72,77705.21,18274.88,1114.8,56419.33,30403.98,429570.77,398560.97,50835.46,37135.79,4603.69,42.45,182799.41,93086.6,21821.03,6,K,Санкт-Петербург
2023,1183226.51,1021634.23,390118.98,224065.28,144558.15,709935.91,39153.7,2400860.07,1516768.13,932840.68,564753.82,65994.63,1044.99,1112810.25,274452.82,157662.95,7,Q,Самарская обл.
2023,101176.08,31248.32,24685.53,5601.48,15116.77,277.15,0.0,215200.01,151687.06,54752.67,49092.98,348.94,0.0,72556.77,35815.34,8120.08,3,M,Санкт-Петербург
2023,5982405.51,3456101.99,2152659.4,706974.99,768073.45,85967.44,264096.61,8319032.85,7753414.94,80950.23,64534.45,191660.12,11766.26,2865803.33,1153857.53,281619.22,1,G,Краснодарский край
2023,62428.71,53285.46,33526.56,17321.64,3547.2,7043.79,315.49,67925.04,53872.16,9093.33,6191.06,477.15,1.54,31849.0,5813.19,5455.66,27,K,Нижегородская обл.
2023,104986898.2,57849878.2,50590600.48,8826138.05,2226902.34,21644174.62,604662.19,211359591.17,183562477.77,29783278.25,21829131.0,608505.53,10653.06,139171789.91,20390830.59,4537961.62,10,M,Башкортостан
2023,820883.61,428086.0,441151.6,86588.05,122571.8,33079.76,17089.67,1485099.06,1455397.08,72210.82,70866.37,14048.2,99.79,772743.57,153330.33,12836.65,18,K,Москва
2023,28990.02,14390.16,13992.24,2004.02,3012.36,951.1,642.79,28847.01,20499.25,9286.68,7162.29,259.38,20.92,15766.4,5892.97,777.2,5,M,Санкт-Петербург
2023,14739.17,7707.72,4238.39,865.51,4658.55,2735.03,329.3,44702.36,34423.88,10014.78,7593.12,511.41,1.7,17916.7,6375.59,857.9,7,O,Челябинская обл.
2023,339432.66,256586.4,129088.04,34179.2,4595.61,2363.82,33636.72,586370.36,441394.57,111054.36,74077.06,75.97,2366.46,211081.35,72655.23,33847.95,3,C,Ростовская обл.
2023,69179.14,15096.32,22578.42,2139.14,1415.41,3827.45,1051.14,148652.15,86893.23,56689.32,31329.37,165.6,8.27,50827.07,15351.24,6360.22,1,C,Москва
2023,1286238.46,1003285.36,745592.55,209443.91,24490.09,108790.1,89522.28,3848496.21,2882370.95,1187865.73,903722.73,13189.79,925.12,1428456.45,807443.41,175515.52,4,M,Санкт-Петербург
2023,395674.76,133107.53,109358.71,48973.73,49785.88,39018.59,20452.5,596773.1,518062.44,64250.0,52624.49,3113.73,1167.74,128140.17,133205.76,43599.46,3,G,Санкт-Петербург
2023,126821.74,64679.36,66865.97,7937.23,2099.26,19848.37,3494.02,221685.23,184898.55,38376.36,34997.32,1262.3,64.29,77037.41,46384.8,8019.09,7,C,Нижегородская обл.
2023,23110.25,11222.64,12182.67,1646.02,127.54,1215.41,944.13,51691.31,43519.34,5391.88,2750.83,59.53,0.69,18813.81,9026.43,3385.87,17,G,Санкт-Петербург
2023,2758.32,1760.59,1764.1,308.02,1379.16,313.96,214.7,2863.92,2126.32,785.8,506.83,156.4,4.4,1152.63,471.09,229.76,0,M,Санкт-Петербург
2023,55013.03,17069.52,20400.9,3613.0,110.6,5811.9,0.0,84318.04,60235.99,22152.5,15735.16,99.16,0.0,36524.47,7521.43,3447.49,2,C,Москва
2023,928002.16,574735.77,469085.29,115570.21,133876.56,88333.64,0.0,1474108.02,1336906.25,214350.15,167103.58,9519.32,0.0,672554.54,202998.01,95434.43,0,K,Татарстан
2023,232076.9,198111.62,161014.54,56011.64,8442.18,28489.61,23925.35,214656.59,156756.9,66202.15,50485.5,242.86,636.66,89835.39,24858.73,9694.67,6,C,Москва
2023,7955.25,2748.73,2751.59,0.0,1172.75,286.73,356.02,37812.92,30606.08,6269.63,4798.76,85.52,3.17,13682.82,2220.54,2589.5,0,C,Краснодарский край
2023,155601.6,90008.67,36690.11,0.0,10068.4,1651.51,20148.73,114852.9,91461.21,22664.31,18788.06,771.55,501.38,25688.47,23298.16,2132.84,1,G,Москва
2023,36275108.67,16349288.45,7051837.45,30783.32,90296.78,7417.9,24017.24,28277879.13,26190171.43,1308487.78,878786.71,213.91,57.63,137525.96,43711.75,6484.1,0,C,Башкортостан
2023,17755.76,10899.96,8975.99,2918.83,3702.15,541.95,1626.1,51101.97,44823.65,2651.53,2365.42,239.02,78.49,16493.41,10721.05,2155.21,4,N,Татарстан
2023,282112.09,155971.92,54735.94,8539.18,206.28,23478.83,13767.9,601205.98,391068.94,184362.06,153391.87,634.3,1071.69,280526.72,116686.46,19371.76,5,N,Татарстан
2023,201329.07,91358.5,75563.17,0.0,1262.85,44341.18,10765.1,179820.36,118905.26,62697.28,46497.56,302.13,670.13,91875.39,31978.52,7132.72,2,M,Москва
2023,14070.23,8768.3,6647.87,1978.96,324.36,2040.12,1753.97,28437.41,23827.45,5072.44,4930.96,64.38,22.0,14612.77,5137.05,1297.02,4,G,Ростовская обл.
2023,413344.12,339211.77,182789.48,67670.23,36592.21,77184.06,0.0,1284603.89,993726.2,300418.96,290436.01,1228.56,0.0,636772.08,153168.85,82728.84,4,H,Ростовская обл.
2023,581368.25,303104.73,273855.48,28123.07,101934.3,30158.01,37832.62,854274.74,627450.12,213936.47,190820.09,3547.34,40.54,347388.62,207496.93,35748.65,4,F,Свердловская обл.
2023,2531486.81,1665626.4,1130751.32,168489.49,124767.6,157543.16,379988.02,13849072.33,12208826.82,2286350.86,955176.09,6846.87,12013.3,5093750.34,2107223.21,464259.32,15,G,Москва
2023,2669747.72,950454.37,1531003.93,97346.01,199457.34,160297.15,111129.08,1681948.72,1343449.71,343842.72,333346.38,24119.86,2552.12,580759.61,277683.99,72272.89,7,H,Башкортостан
2023,5273.68,2143.94,1612.28,404.87,88.12,134.82,426.72,11129.97,8739.76,2781.57,2434.9,16.59,7.87,2996.74,1308.28,385.29,2,M,Краснодарский край
2023,15797.63,9808.13,5351.61,1274.02,2065.81,119.75,610.53,42229.7,36232.36,2252.04,2298.81,102.07,43.63,21925.04,4368.31,1322.63,22,C,Татарстан
2023,477820.62,369172.52,156381.55,81042.64,130779.13,51251.13,36207.39,1113103.49,826467.21,68334.41,63448.21,208.86,199.62,448056.32,193529.52,19746.08,14,G,Нижегородская обл.
2023,481949.49,290780.37,250432.05,0.0,12060.05,261973.58,29662.94,649148.47,608155.98,50203.52,48667.35,36637.91,8.64,191736.37,104432.2,33359.46,33,O,Свердловская обл.
2023,387254.6,194805.06,204488.95,21711.38,21155.01,8481.68,0.0,499626.9,350336.0,113698.33,100672.89,1717.6,0.0,168549.56,55224.95,19298.53,5,G,Санкт-Петербург
2023,4193081531.4,2305749163.05,1988137189.54,207323011.12,30207546.77,24056399.36,68963413.37,7810808645.04,6605545466.19,1122292199.04,1057023257.94,94402.43,523004.22,2603363254.07,609857504.24,541488798.85,4,O,Москва
2023,466991.95,169256.02,262458.46,26995.11,30598.07,84731.09,5786.44,1047528.93,967270.7,64435.46,65678.73,9851.05,5.88,444469.09,90615.28,22052.66,3,Q,Свердловская обл.
2023,2260377.84,1448172.77,629820.59,198336.21,126351.44,78969.29,216246.9,4557474.81,2927131.4,1992070.32,1605581.92,2294.22,4533.73,2400635.21,956188.69,178463.1,8,H,Самарская обл.
2023,1424714.83,972154.1,883418.5,237037.91,17779.86,302586.14,148087.44,3575126.7,2665852.15,980776.47,579964.84,13866.21,1674.91,1377142.54,426646.0,308383.8,31,G,Москва
2023,1084853.42,523101.62,653937.31,16348.53,50642.26,158455.67,62480.4,972398.0,869538.46,110923.59,82427.84,6571.41,373.08,189371.25,129382.0,30346.41,2,M,Нижегородская обл.
2023,67733.89,32477.97,34427.42,5964.23,2203.37,23674.98,4853.71,90170.4,80767.83,13176.16,10893.96,704.47,201.91,36165.72,20064.45,4081.95,16,F,Башкортостан
2023,1578121.34,930904.95,1000238.35,209143.54,93145.87,99576.2,83922.05,1471418.86,1122472.53,376057.05,296703.94,21244.48,575.85,595013.26,138155.15,37790.63,6,G,Москва
2023,19262.0,9332.29,4260.86,3065.95,1357.67,2507.04,1606.24,23690.59,16738.18,6410.28,4041.12,111.13,56.07,9417.2,2692.44,545.63,4,M,Москва
2023,97895.1,52871.19,34955.03,7479.09,66.82,7344.68,5315.0,242622.54,212438.74,43182.01,25230.04,29.03,68.51,86677.84,27067.37,19639.38,18,H,Самарская обл.
2023,37646.19,32562.38,12489.63,6706.44,4310.69,4498.77,3369.29,59277.14,53251.91,2736.09,1890.8,1290.88,72.48,26185.31,13687.29,3166.63,11,F,Санкт-Петербург
2023,380115.37,194978.71,192557.9,6958.98,37960.54,27236.39,16390.78,2087879.82,1385378.55,736246.33,645635.58,8255.37,1335.56,890718.99,521279.23,109976.1,32,K,Москва
2023,37146008.89,18433668.92,10920299.26,0.0,1355556.35,931772.88,2600382.9,61041839.14,40263724.2,16054789.62,15567378.61,131908.36,2969.67,25486003.63,11450115.95,981166.7,13,M,Татарстан
2023,1677.04,759.48,856.8,188.03,7.3,142.7,56.75,2577.64,2068.62,535.3,476.41,4.73,1.18,1188.97,487.61,147.38,4,C,Татарстан
2023,1094473.01,724134.86,639680.45,130022.16,123125.74,98767.19,114837.57,1721789.99,1451358.88,287045.5,260319.06,1081.26,6638.93,649143.61,208306.03,125946.25,6,G,Башкортостан
2023,3269.36,1709.28,1645.88,468.82,812.11,652.79,54.82,3545.54,2659.48,1183.25,911.46,114.57,1.46,1316.61,877.05,258.79,21,F,Нижегородская обл.
2023,47315.07,21414.52,21483.41,1501.75,1039.55,7551.44,729.49,68573.79,58145.73,5062.25,2890.29,33.71,7.09,38265.02,11203.92,4345.29,8,G,Татарстан
2023,2381950.58,1782164.96,718051.39,394913.8,74480.59,311566.04,251722.97,6245203.56,4427764.01,1629806.41,1182218.43,1371.77,3828.47,2972314.33,1203172.9,171182.83,7,M,Свердловская обл.
2023,193656.93,147748.71,61656.08,48684.0,3146.72,2796.72,13989.93,305843.5,173881.4,144542.7,108255.01,229.08,478.57,153745.88,44262.82,17207.51,3,K,Краснодарский край
2023,10525.3,4840.97,5998.94,1033.92,724.34,1610.59,352.26,10559.78,7789.0,2947.83,2123.48,20.37,23.4,5729.85,1442.45,668.98,9,K,Москва
2023,36348.36,9814.75,18665.68,1983.82,489.19,3026.03,1505.62,34144.68,26848.76,7603.75,5980.83,1.36,1.89,16136.59,7960.9,481.82,0,C,Москва
2023,1727440.3,1211155.12,717436.46,218836.94,60855.34,465425.41,76986.25,2057599.0,1548170.42,411061.39,342401.96,14475.61,171.43,1055216.74,364166.6,56737.07,11,C,Краснодарский край
2023,22177.55,9920.14,8202.39,538.96,2118.52,6717.45,872.85,34329.75,22799.75,10515.87,9278.8,65.21,10.29,8996.64,7640.73,2326.29,2,F,Краснодарский край
2023,185387.88,123949.2,32795.68,35752.63,12179.9,1262.18,22800.91,502323.12,300607.79,232985.97,173953.3,117.6,181.25,221230.83,81761.33,33917.32,3,G,Москва
2023,177627.69,45203.48,51778.06,5927.6,6941.89,36627.59,8694.82,135564.21,98770.88,36444.19,20100.75,174.34,80.29,54459.96,14584.22,2579.56,13,C,Москва
2023,69210.78,47332.53,44943.43,10430.13,3018.46,319.14,9198.79,87991.79,76532.23,13110.99,9466.85,38.3,69.02,51718.79,10632.3,5798.7,6,G,Татарстан
2023,27200824.76,10018722.31,7244812.69,550601.48,1796972.56,1493497.83,832279.84,43615051.33,39498651.61,3865202.47,3035131.87,206800.54,5441.57,22364252.3,6766799.42,2263885.82,13,C,Москва
2023,1298256.28,856348.82,574786.84,73340.48,610.91,121756.9,148869.54,774272.93,695894.32,32577.06,30190.36,10126.56,625.16,276380.97,91886.83,50807.93,6,M,Ростовская обл.
2023,1703.52,940.58,921.42,277.29,11.14,32.77,40.5,1675.14,1169.94,583.42,415.32,1.32,3.3,766.01,158.51,62.5,22,M,Москва
2023,219709.02,89401.6,59191.65,13608.34,37452.53,36163.86,4075.45,233308.07,155063.39,84115.08,70783.28,2599.92,19.04,101901.53,49011.22,14675.93,5,J,Москва
2023,36909.67,18046.78,16320.17,5346.58,239.41,37.16,0.0,36984.11,30684.36,10563.34,8607.12,0.46,0.0,17213.63,4540.04,2473.37,2,C,Свердловская обл.
2023,2234665.98,1459120.16,1190071.06,253509.79,219339.18,49513.88,292366.96,3669430.74,3095201.53,387898.94,304604.65,965.66,2479.7,1167303.72,575769.05,157687.55,16,N,Краснодарский край
2023,20029.47,11334.36,8442.42,370.05,4047.88,2089.63,545.88,27575.42,22612.31,6097.25,5436.7,91.39,44.27,12574.44,4544.61,1388.56,10,Q,Татарстан
2023,114930.72,73286.95,87831.02,18421.8,2902.21,17282.63,6772.3,129889.81,75153.42,46218.58,32385.31,792.3,286.35,51590.27,15663.72,4809.76,1,F,Санкт-Петербург
2023,483092.74,408921.62,106168.37,54308.31,17886.64,144036.45,18557.08,892645.89,618881.69,280786.93,199633.22,10892.15,868.04,400124.03,198649.39,74118.87,33,K,Краснодарский край
2023,1045453.13,329698.03,571912.44,77774.15,70376.97,153363.57,46721.48,3691333.47,2868280.98,1003283.06,781128.0,10391.37,155.11,1282965.34,347512.88,175687.4,5,N,Свердловская обл.
2023,6664.0,5281.77,2660.7,961.37,1138.0,890.9,409.14,22563.84,18699.15,1526.93,1073.71,50.5,22.21,8156.69,3679.74,712.1,26,J,Татарстан
2023,48852.7,27633.69,25043.38,1562.7,11121.55,2939.59,599.95,27866.46,23874.05,3706.87,3117.33,88.54,9.44,14974.99,4522.89,994.37,9,G,Татарстан
2023,50154.41,20823.23,23720.87,4021.87,5398.2,7.74,2634.13,99847.36,79321.27,17714.33,12301.13,410.22,24.1,31436.47,14706.24,5245.52,5,H,Москва
2023,25227.37,8841.01,8376.02,3144.73,182.85,387.54,123.56,34429.65,27994.0,5227.24,4219.2,12.9,3.18,11094.08,2931.83,2240.22,3,H,Свердловская обл.
2023,14414877.26,7519260.41,6450363.04,1650018.36,1275546.82,1322871.21,374125.74,23239153.05,18323759.52,5362994.32,4118668.45,173056.04,19383.45,9640573.81,4497726.08,541087.96,2,G,Татарстан
2023,280880.78,193315.5,55348.07,33907.26,11867.72,37896.32,0.0,343363.2,291364.94,-91251.74,-64063.87,1790.13,0.0,117708.67,64269.19,29856.53,5,O,Санкт-Петербург
2023,7685.22,4079.83,3784.12,1085.35,391.15,498.31,59.41,12159.29,9864.67,2213.59,1604.48,59.68,3.93,4030.77,1413.17,683.03,2,M,Москва
2023,2073427.42,1610375.59,945024.71,317008.04,8359.61,326403.43,178287.5,3336447.76,2624362.28,746365.22,551794.82,39807.91,14082.54,1436366.11,618491.87,197948.51,0,G,Санкт-Петербург
2023,18024992.04,5990131.08,8951917.99,1178634.6,305751.7,1595982.91,0.0,20131451.9,15162267.12,5084244.83,4024287.12,241394.89,0.0,5425293.71,3397089.59,967441.26,6,J,Свердловская обл.
2023,2405768.91,1318810.42,1315893.52,122214.14,300835.92,22249.9,14680.02,2292598.27,1806863.51,485941.5,390817.93,12373.34,242.84,731806.03,197093.28,115512.98,2,K,Москва
2023,5270.48,1908.66,2446.1,379.26,255.12,134.85,190.59,6282.53,5204.82,735.52,573.33,13.97,0.08,3929.15,674.14,295.49,14,C,Москва
2023,33742.81,20399.04,14771.61,5361.59,969.23,7420.33,1374.56,56593.65,45656.79,14073.41,13857.29,129.54,87.2,26369.67,11710.02,3981.7,8,G,Краснодарский край
2023,6382367.0,4359367.97,2005797.96,493110.03,247400.6,988501.21,956978.04,12846060.67,10509139.25,2526526.3,1670315.77,169673.84,4820.66,4436305.67,2125648.06,640266.01,9,O,Свердловская обл.
2023,31461.88,15318.34,10525.05,4502.97,4849.88,8500.49,3217.37,71912.58,65747.67,7584.76,5857.67,408.75,190.79,33210.78,8757.86,4698.84,22,J,Москва
2023,399530.35,63672.32,224699.13,10993.89,44181.61,5995.9,3051.47,465538.46,375464.4,71301.0,42150.62,342.45,36.58,221937.57,49848.09,19237.47,6,F,Ростовская обл.
2023,1109982.06,643614.46,657509.25,70140.1,28227.96,616396.35,85876.36,1908401.8,1364698.41,-318030.98,-732445.95,18271.09,1182.72,991302.98,237081.35,102887.3,35,C,Москва
2023,18961.61,11671.08,7422.08,3032.27,189.61,534.65,1691.8,45771.79,39746.42,5622.27,3632.94,4.92,2.03,18642.13,5848.54,1552.65,2,H,Челябинская обл.
2023,143485.35,87618.5,61055.93,13761.05,3332.88,204.03,5620.84,383381.43,246660.01,107313.68,80120.69,123.48,66.75,198457.31,41290.89,28496.96,0,J,Челябинская обл.
2023,57.89,42.57,18.03,10.25,11.74,34.73,0.44,83.85,56.34,20.44,15.03,1.91,0.03,18.12,5.28,2.79,6,G,Ростовская обл.
2023,9535.99,3712.76,5347.13,581.64,664.69,377.62,368.54,12738.23,10363.63,-2885.42,-3179.92,21.48,0.29,4004.51,2636.82,554.12,4,J,Челябинская обл.
2023,91070.38,59380.84,45521.53,10404.35,5554.96,12050.57,5322.26,149484.8,124317.49,29072.76,20748.21,65.45,83.26,65233.24,29677.47,6532.6,14,C,Москва
2023,4705.22,3429.52,3072.25,752.73,341.53,109.77,253.28,3950.41,2589.47,1231.93,872.9,64.84,0.24,1789.39,341.07,169.56,5,C,Челябинская обл.
2023,9319881.22,2639500.92,2932046.1,536536.01,339803.55,970808.98,333999.84,12620785.88,9361067.24,2616812.53,2491997.83,97271.17,4644.29,4149989.17,1979135.67,813408.58,3,J,Москва
2023,3475.43,2078.13,1302.03,42.31,457.54,977.47,114.21,7523.36,5412.24,1804.66,1469.26,130.99,0.65,3354.98,789.11,328.52,11,C,Санкт-Петербург
2023,43444.08,20608.7,19453.11,1860.98,2574.81,2011.96,636.4,89339.89,65337.15,21968.72,15656.54,104.83,5.55,31949.37,12232.56,6957.66,9,N,Краснодарский край
2023,326988.21,175844.97,162702.38,44726.66,3247.51,43532.56,18735.4,426149.54,372608.02,-44109.04,-51420.53,3346.14,1180.58,167180.21,56576.32,14331.62,0,C,Свердловская обл.
2023,8290130.42,4991914.24,3267305.23,845775.4,91647.77,207057.16,614795.2,13789739.5,11730249.44,3552588.9,3472451.71,9921.67,10564.42,7204826.97,1773474.81,736200.4,6,K,Краснодарский край
2023,5394.23,2572.6,1700.5,355.28,332.17,634.55,75.64,5328.16,4145.77,1463.34,1100.11,10.85,0.73,2722.12,1332.82,183.74,17,G,Москва
2023,2148360.5,963848.59,1129541.14,68735.97,473983.63,105738.42,150057.19,4556027.43,3304959.65,1484512.74,1035131.14,3851.46,4006.46,1459268.1,583097.32,266160.64,11,G,Свердловская обл.
2023,151851.77,84296.39,76918.42,7891.92,4478.76,4323.27,0.0,217890.82,140547.21,90074.76,62854.21,186.25,0.0,68477.61,23877.96,10825.04,8,M,Москва
2023,20133.85,7790.05,6242.44,142.22,3280.52,907.68,508.79,26165.11,24124.71,733.68,523.93,30.99,4.58,9913.5,2927.11,1227.11,4,H,Ростовская обл.
2023,539163.29,208724.25,314145.18,35879.19,62298.32,12748.32,17641.27,671260.01,563329.05,66904.74,47412.73,23861.24,418.21,280133.83,135721.29,49518.52,1,K,Москва
2023,536836.09,349966.67,300855.75,46239.34,12229.97,149579.64,21637.24,776072.46,550493.87,182628.01,114405.9,408.08,176.03,274892.74,52303.31,28647.29,5,H,Москва
2023,40841.47,15425.04,17811.6,1583.73,120.95,2480.62,1019.54,48703.9,41493.77,10459.91,6747.65,75.69,34.77,25523.97,5448.45,3006.51,9,J,Санкт-Петербург
2023,205277.9,133419.73,88177.48,23288.43,1764.0,6932.01,28320.27,425572.87,328958.31,84971.06,57821.24,261.6,574.57,193524.57,94622.36,14733.67,1,M,Челябинская обл.
2023,56612.27,35065.0,27541.13,7332.71,5904.75,4041.75,1716.33,69309.64,52071.57,12901.51,10979.04,177.83,76.12,31924.61,11241.98,3621.69,2,J,Москва
2023,224999.99,65504.02,71234.01,22759.75,4009.15,10434.18,16144.99,744402.89,613031.52,115329.62,84680.95,611.76,1434.27,218367.7,118803.8,19420.35,23,J,Башкортостан
2023,813894.26,364921.95,344768.68,21548.4,30215.33,133239.4,46063.22,2526109.64,1783054.93,712917.52,538352.96,1328.0,170.08,1355836.48,648218.23,92833.66,17,M,Москва
2023,10611773.43,7737218.15,1716072.06,2110329.99,591331.57,4518159.72,816456.86,10137002.47,7558395.86,2714651.91,2531170.12,391405.25,9980.32,1398735.21,1645411.86,490196.44,9,O,Москва
2023,9822.9,3956.91,5158.74,1020.28,1015.84,679.33,508.76,15173.78,12019.85,3344.32,3128.28,34.25,5.88,7638.56,1738.77,1309.39,1,G,Татарстан
2023,26609706.11,12781689.22,6189971.48,1504054.36,255817.22,6301779.77,3218373.94,28672765.35,20932692.29,6552761.71,4889310.43,293412.5,15825.86,14721491.57,3896518.34,1491444.78,1,J,Краснодарский край
2023,829.16,513.51,497.84,100.78,34.59,83.02,20.74,1050.57,889.74,196.85,138.64,7.4,1.03,395.81,97.94,87.3,0,C,Москва
2023,64194.68,42850.5,24418.73,6144.31,3408.63,1317.8,1404.42,260638.43,252013.03,295.48,199.82,519.58,60.11,142645.07,55463.04,14180.42,5,G,Москва
2023,825042.69,422643.93,325561.82,82354.32,51372.33,116152.2,23122.02,1055372.88,743584.27,303542.12,261997.25,15132.44,459.53,436597.47,188624.78,44598.28,1,G,Челябинская обл.
2023,235972.3,108635.38,81333.03,32669.97,32200.44,20398.87,11073.05,421503.22,258586.95,177390.15,134006.75,2465.02,256.35,179662.87,86922.69,34052.04,12,N,Санкт-Петербург
2023,17986.63,13730.19,6932.68,3136.64,271.03,2269.68,0.0,35173.37,20394.44,13650.19,10014.06,62.46,0.0,15967.05,7409.24,2066.1,39,H,Челябинская обл.
2023,108691.4,88130.79,64152.25,19449.47,14341.89,28752.4,8931.21,98317.1,75207.98,20310.27,13858.92,1507.39,217.25,72622.66,12711.37,3652.04,6,M,Москва
2023,100247.51,69855.34,12176.36,10169.21,9467.47,6984.38,14083.73,97523.61,69601.0,30807.69,21184.6,1204.43,662.1,54071.32,10021.76,5794.02,6,C,Свердловская обл.
2023,37226.15,20950.79,21339.37,1283.77,2417.14,10338.88,2285.41,30386.56,24333.13,4750.25,3887.64,1339.39,58.48,14892.85,4479.41,1341.51,8,H,Санкт-Петербург
2023,1750745.88,750650.05,806328.46,122598.08,168407.79,291808.86,61882.74,1677083.96,1330363.24,314454.3,195636.93,2521.33,572.36,551290.29,178377.91,17138.65,21,O,Свердловская обл.
